ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0156012197,The Little Prince,Antoine de Saint-ExupÃÂ©ry,2000,Harvest Books
0449221180,Native Tongue,Carl Hiaasen,1992,Fawcett Books
0553107755,Fierce Invalids Home from Hot Climates,TOM ROBBINS,2000,Bantam
1853260150,Picture of Dorian Gray (Wordsworth Classics),Oscar Wilde,1997,NTC/Contemporary Publishing Company
1853262390,Orlando: A Biography,Virginia Woolf,1999,Lb May & Assoc Inc
0140010211,Lord Arthur Savile's Crime and Other Stories (Penguin Modern Classics),Oscar Wilde,1992,Penguin USA
0393314804,Trainspotting,Irvine Welsh,1996,W. W. Norton & Company
0312168748,James Herriot's Animal Stories,James Herriot,1997,St. Martin's Press
038073186X,Shutter Island,Dennis Lehane,2004,HarperTorch
0440195934,Where Are the Children,Mary Higgins Clark,1976,Bantam Doubleday Dell
088038722X,Darkness and Light (Dragonlance: Preludes),Paul B. Thompson,1989,Wizards of the Coast
0140314202,The Summer of the Swans,Betsy Byars,1996,Puffin Books
0440998050,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf
0140014845,Lady Chatterley's Lover,D.H. Lawrence,1969,Penguin Books Ltd
0743464672,Getting Over Jack Wagner,Elise Juska,2003,Downtown Press
155874424X,Chicken Soup for the Soul at Work (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
2070414574,L'Amour Dure Trois,Frederick Beigbeder,2002,Distribooks
014032870X,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willie Wonka, Chocolate-Maker Extraordinary",Roald Dahl,1988,Puffin Books
0345396669,Our Dreaming Mind,Robert L. Van De Castle,1995,Ballantine Books
0060165979,Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,1992,HarperCollins Publishers
1565122968,Gap Creek: A Novel,Robert Morgan,2000,Algonquin Books of Chapel Hill
0804115613,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,2000,Ballantine Books
067973855X,Motoring With Mohammed: Journeys to Yemen and the Red Sea (Vintage Departures),Eric Hansen,1992,Vintage Books USA
0679771832,"Orchid Fever: A Horticultural Tale of Love, Lust, and Lunacy (Vintage Departures)",Eric Hansen,2001,Vintage Books USA
0345340426,The Hobbit and The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey
0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA
0345449347,The Fourth Hand,John Irving,2002,Ballantine Books
0151005346,The Nautical Chart,Arturo PÃÂ©rez-Reverte,2001,Harcourt
0156006391,The Seville Communion,Arturo Perez-Reverte,1999,Harvest Books
0156005204,Baltasar and Blimunda,Jose Saramago,1998,Harvest Books
0156010593,All the Names,Jose Saramago,2001,Harvest Books
0375701907,Straight Man : A Novel (Vintage Contemporaries),RICHARD RUSSO,1998,Vintage
0156004011,The Stone Raft,Jose Saramago,1996,Harvest Books
0679777547,The Club Dumas: A Novel,Arturo Perez-Reverte,1998,Vintage Books USA
034543479X,A Widow for One Year,JOHN IRVING,2001,Fawcett
1853262714,Anna Karenina (Wordsworth Classics),Leo Tolstoy,1997,NTC/Contemporary Publishing Company
0375705198,Amy and Isabelle : A novel,ELIZABETH STROUT,2000,Vintage
0747545634,The Map of Love,Ahdaf Soueif,2000,Trafalgar Square
0449910830,The All-True Travels and Adventures of Lidie Newton: A Novel (Ballantine Reader's Circle),Jane Smiley,1999,Ballantine Books
0671041657,Whispers from the Past,Rosalind Noonan,2000,Simon Spotlight Entertainment
0894808249,All I Need to Know I Learned from My Cat,Suzy Becker,1990,Workman Publishing
044021873X,Windy City Blues (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1996,Dell
0449223345,A Pirate Looks at Fifty,Jimmy Buffett,1999,Fawcett Books
0671872648,The LAST VAMPIRE (LAST VAMPIRE 1) : THE LAST VAMPIRE,Christopher Pike,1994,Simon Pulse
0449223833,The Deep Blue Good-By,John D. MacDonald,1995,Fawcett Books
0679412956,Lasher,Anne Rice,1993,Alfred A. Knopf
0688156142,The Forgotten: A Peter Decker/Rina Lazarus Novel,Faye Kellerman,2001,William Morrow & Company
0399137734,Dragon Tears,Dean R. Koontz,1993,Putnam Pub Group
0515123498,Night Passage (Jesse Stone Novels (Paperback)),Robert B. Parker,1998,Jove Books
0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks
0670894370,A Common Life : The Wedding Story (The Mitford Years),Jan Karon,2001,Viking Books
0441007554,All Tomorrow's Parties,William Gibson,2000,Ace Books
1555910807,Biblioholism: The Literary Addiction,Tom Raabe,1991,Fulcrum Publishing
0385495641,Ghost Soldiers: The Forgotten Epic Story of World War II's Most Dramatic Mission,HAMPTON SIDES,2001,Doubleday
0670031208,Shepherds Abiding,Jan Karon,2003,Viking Books
0684870673,Lies Across America : What Our Historic Sites Get Wrong,James W. Loewen,2000,Touchstone
0552143774,Horse Whisperer,Nicholas Evans,0,Bantam Doubleday Dell
0142004278,Big Fish,Daniel Wallace,2003,Penguin USA (Paper)
0451192036,Black Like Me,John Howard Griffin,1996,Signet Book
0310217598,Word of Honor,Terri Blackstock,1999,Zondervan Publishing Company
031021758X,Shadow of Doubt,Terri Blackstock,1998,Zondervan Publishing Company
1568654782,Shunning,Beverly Lewis,0,Bantam Doubleday Dell
8807810786,Comici Spaventati Guerrieri,Stefano Benni,0,Feltrinelli
0140434186,Wuthering Heights (Penguin Classics),Emily Bronte,1996,Penguin Books
8420633127,Ficciones,Jorge Luis Borges,1997,Alianza Editorial
8420633135,El Libro de Arena,Jorge Luis Borges,1997,Alianza Editorial
0517189186,"The Clan of the Cave Bear (Earth's Children Series , No 1)",Jean M. Auel,1998,Random House Value Publishing
8401427568,El coronel no tiene quien le escriba,Gabriel Garcia Marquez,1999,"Plaza & Janes Editores, S.A."
0192833863,Dracula (Oxford World's Classics),Bram Stoker,1998,Oxford University Press
0446531480,A Body to Die For,Kate White,2003,Warner Books
0451207645,The Oath,John Lescroart,2003,Signet Book
0743428188,The Twentieth Wife: A Novel,Indu Sundaresan,2003,Washington Square Press
0061000078,Billy Bathgate: A Novel,E. L. Doctorow,1991,Harper Mass Market Paperbacks
0671670689,Dawn (Cutler),V.C. Andrews,1990,Pocket
0449000869,Ashworth Hall (Charlotte & Thomas Pitt Novels (Paperback)),ANNE PERRY,1998,Fawcett
0446605581,Fat Tuesday,Sandra Brown,1998,Warner Vision
0441694543,Quozl,Alan Dean Foster,1989,Ace Books
0345395069,Reign in Hell,William Diehl,1998,Ballantine Books
042514545X,Fool's Puzzle,Earlene Fowler,1995,Berkley Publishing Group
0553298836,Copy Kat (Kat Colorado Mysteries),KAREN KIJEWSKI,1990,Crimeline
042516988X,Stray Kat Waltz (Kat Colorado Mysteries),Karen Kijewski,1999,Berkley Publishing Group
0671011375,Death du Jour,Kathy Reichs,2000,Pocket
0515124796,Cold Blood,Lynda LA Plante,1999,Jove Books
0515126489,Critical Mass,Steven Paul Martini,1999,Jove Books
0679753826,Mohawk (Vintage Contemporaries),Richard Russo,1994,Vintage Books USA
0399142851,Unnatural Exposure,Patricia Daniels Cornwell,1997,Putnam Pub Group
0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group
0316693294,Cat and Mouse,James Patterson,1997,Replica Books
0553096834,Couplehood,Paul Reiser,1994,Bantam Dell Pub Group
0345334019,Escape the Night,Richard North Patterson,1995,Ballantine Books
0553574663,The Grilling Season,Diane Mott Davidson,1998,Bantam Books
0451180054,Trial by Fire,Nancy Taylor Rosenberg,1996,Signet Book
0812590554,White Smoke: A Novel About the Next Papal Conclave,Andrew M. Greeley,1997,Forge
055357924X,Kissed a Sad Goodbye (Duncan Kincaid/Gemma James Novels (Paperback)),Deborah Crombie,2001,Bantam Books
0812571991,Legacies : A Repairman Jack Novel (Repairman Jack),F. Paul Wilson,2000,Forge Books
0451199650,Stealing Time (April Woo Suspense Novels (Paperback)),Leslie Glass,2000,Signet Book
0451197429,The Disappearance,J. F. Freedman,1999,Signet Book
0553102346,Deception on His Mind,Elizabeth George,1997,Bantam
0399146504,The Devil's Code,John Sandford,2000,G. P. Putnam's Sons
0140620508,Ivanhoe (Penguin Popular Classics),Walter Scott,1994,Penguin Books Ltd
0140431020,Lady Susan ; The Watsons ; Sanditon (Penguin English Library),Jane Austen,1975,Penguin Books
0241141095,Hotel World,Ali Smith,2001,Hamish Hamilton
0860680649,Surfacing,Margaret Atwood,0,Trafalgar Square
0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam
0380717581,Murder on the Iditarod Trail (Alaska Mysteries (Paperback)),Sue Henry,1993,Avon
0425176037,Shell Game (Kathleen Mallory Novels (Paperback)),Carol O'Connell,2000,Berkley Publishing Group
0425083837,The Hunt for Red October,Tom Clancy,1985,Berkley Publishing Group
0425135721,McNally's Secret (Archy McNally Novels (Paperback)),Lawrence Sanders,1994,Berkley Publishing Group
0515090654,Twice Loved,Lavyrle Spencer,1984,Jove Books
0553292722,Still Waters,TAMI HOAG,1992,Bantam
0380721643,Track of the Cat (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1994,Avon Books
0425183750,Blood Lure,Nevada Barr,2002,Berkley Publishing Group
0445408502,The Cheshire Cat's Eye,Marcia Muller,1990,Warner Books
0380798573,The Falcon at the Portal: An Amelia Peabody Mystery,Elizabeth Peters,2000,Avon
0452282268,Le Mariage,Diane Johnson,2001,Plume Books
0786867787,Spilling Clarence: A Novel,Anne Ursu,2002,Hyperion
067982412X,"Knight At Dawn (Magic Tree House 2, paper)",Mary Pope Osborne,1993,Random House Children's Books
0373226918,The Bride's Rescuer,Charlotte Douglas,2002,Harlequin
0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books
0671442686,Restaurant at the End of the Universe,Douglas Adams,1982,Pocket
0671525808,So Long and Thanks for all the Fish,Douglas Adams,1985,Pocket
0671684027,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,1990,Star Trek
0671701304,"GULLIVERS FUGITIVES STAR TREK NEXT GENERATION #11 (Star Trek : the Next Generation, No 11)",Keith Sharee,1990,Star Trek
0812516214,Dreams Underfoot,Charles De Lint,1995,Tor Books
0671742493,Delta Of Venus,Anais Nin,1991,Pocket
0061054143,The X-Files: Goblins,Charles Grant,1994,HarperEntertainment
0449220893,Beast,Peter Benchley,1992,Fawcett Books
0446391301,Geek Love,Katherine Dunn,1993,Warner Books
0743233026,Sin Killer,Larry McMurtry,2002,Simon & Schuster
3442720117,Und Nietzsche Weinte,Irvin D. Yalom,1996,Wilhelm Goldmann Verlag GmbH
8420646032,"Horror de Dunwich, El",H. P. Lovecraft,1994,Alianza
8495501090,El ocho,Katherine Neville,2001,Punto de Lectura
8495501198,Memorias de una geisha,Arthur Golden,2001,Suma de Letras
0931580587,Ain't Nobody's Business If You Do : The Absurdity of Consensual Crimes in Our Free Country,Peter McWilliams,1996,Prelude Press
0066620732,Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,2002,HarperBusiness
8433925180,El Antropologo Inocente,Nigel Barley,1998,Anagrama
8483101610,"Soldados De Salamina (Coleccion Andanzas, 433)",Javier Cercas,2001,Tusquets
0802130119,The Master and Margarita,Mikhail Bulgakov,1987,Grove Press
0440224705,Hard Time (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,2000,Dell
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
045120994X,Fear of Flying,Erica Jong,2003,Signet Book
0345459202,Big Stone Gap,Adriana Trigiani,2003,Fawcett Books
0312955731,White Shark,Peter Benchley,1995,St. Martin's Press
0553205803,Even Cowgirls Get the Blues,Thomas Robbins,1981,Bantam Books
0684800713,Sun Also Rises,Ernest Hemingway,1995,Scribner
1566840287,The Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1993,Pubs Wholesale
0062500260,Medicine Woman,Lynn V. Andrews,1983,HarperSanFrancisco
0786888083,Confessions of a Dangerous Mind : An Unauthorized Autobiography,Chuck Barris,2002,Miramax
0345344464,Milagro Beanfield War,John Treadwell Nichols,1990,Ballantine Books
0671718436,Shampoo Planet,Douglas Coupland,0,Simon Schuster
0684163268,Old Man and the Sea,Ernest Hemingway,1979,Scribner Book Company
1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK)
0446524131,Something More: Excavating Your Authentic Self,Sarah Ban Breathnach,1998,Warner Books
0446612626,Reversible Errors,Scott Turow,2003,Warner Vision
0316781142,The Last Time They Met : A Novel,Anita Shreve,2001,"Little, Brown"
0609801279,The Law of Love,Laura Esquivel,1997,Three Rivers Press (CA)
0060008024,Angels,Marian Keyes,2002,William Morrow
051511264X,Prime Witness,Steven Paul Martini,1994,Jove Books
0330491199,The Hitch Hiker's Guide to the Galaxy (The Hitch Hiker's Guide to the Galaxy),Douglas Adams,2002,Pan Macmillan
0345389417,Servant of the Bones,Anne Rice,1998,Ballantine Books
0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group
0451177037,Suspicion of Guilt,Barbara Parker,1996,Signet Book
0373709307,"That Summer Thing (Riverbend) (Superromance, 930)",Pamela Bauer,2000,Harlequin
0684853523,On Writing,Stephen King,2000,Scribner
0060193395,Body for Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,1999,HarperCollins
0446363669,The Doomsday Conspiracy,Sidney Sheldon,1992,Warner Books
0345339495,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,Del Rey Books
0671525433,Dark Angel,V.C. Andrews,1986,Pocket
0060675357,The spiral dance: A rebirth of the ancient religion of the great goddess,Starhawk,1979,Harper & Row
0345302575,The Smoke Ring,Larry Niven,1990,Del Rey Books
0452283442,The Darwin Awards: Evolution in Action,Wendy Northcutt,2002,Plume Books
1853260274,Gulliver's Travels (Wordsworth Classics),Jonathan Swift,1997,NTC/Contemporary Publishing Company
0345404319,Taltos: Lives of the Mayfair Witches,Anne Rice,1996,Ballantine Books
0812510488,The Season of Passage,Christopher Pike,1993,Tor Books
0345441494,The Devil's Cup: A History of the World According to Coffee,Stewart Lee Allen,2003,Ballantine Books
8420636282,El Principito,Antoine De Saint-Exupery,2002,Distribooks
2253041939,LÃ?ÃÂ©on l'Africain,Amin Maalouf,1987,LGF
0670887315,Disgrace,J. M. Coetzee,1999,Viking Books
0425098451,N or M?,Agatha Christie,1996,Berkley Publishing Group
0553572245,Riding Shotgun,Rita Mae Brown,1997,Bantam Books
0786885912,The Lobster Chronicles : Life On a Very Small Island,Linda Greenlaw,2003,Hyperion
0307101479,The Three Bears (First Little Golden Book),Carol North,2000,Golden Books
0061000299,Listening Woman (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
0380731207,The Night of Four Hundred Rabbits,Elizabeth Peters,2002,Avon
0345432479,Crazy in Alabama,Mark Childress,1999,Ballantine Books
0446609560,The Hook,Donald E. Westlake,2001,Warner Books
0449912108,The Witches of Eastwick,John Updike,1996,Ballantine Books
067940712X,One True Thing,Anna Quindlen,1994,Random House Inc
188259312X,Patty Janes House of Curl,Lorna Landvik,1995,Bridge Works Publishing Company
0670894699,The Florabama Ladies Auxiliary and Sewing Circle,Lois Battle,2001,Viking Books
0452283086,The Cross-Country Quilters,Jennifer Chiaverini,2002,Plume Books
0061000035,The Dark Wind (Jim Chee Novels),Tony Hillerman,1990,HarperTorch
038081093X,Excavation,James Rollins,2000,HarperTorch
0684867974,Take the Cannoli : Stories From the New World,Sarah Vowell,2000,Simon & Schuster
0060924349,Maybe the Moon : A Novel,Armistead Maupin,1993,Perennial
0440225116,Secrecy,BELVA PLAIN,1998,Dell
0316171638,Tangled Vines,Janet Dailey,1993,"Little, Brown"
0440214009,Treasures,Belva Plain,1993,Dell
3257211945,Das Hotel New Hampshire,John Irving,1998,Diogenes Verlag AG
3499156717,PanAroma. Jitterbug Perfume.,Tom Robbins,1985,Rowohlt Tb.
3257231008,Vendetta. Commissario Brunettis vierter Fall.,Donna Leon,1998,Diogenes Verlag
0330346261,Acqua Alta,Donna Leon,0,Pan Books Ltd
0671743481,The University of Chicago Spanish - English English - Spanish Dictionary,Carlos Castillo,1991,Pocket
044166251X,"Phule's Company (Phule's Company, No 1)",Robert Asprin,1990,Ace Books
0375758453,Without Reservations : The Travels of an Independent Woman,ALICE STEINBACH,2002,Random House Trade Paperbacks
0843950552,The Infinite (Leisure Horror),Doug Clegg,2002,Leisure Books
0553560719,"Dark Force Rising (Star Wars: The Thrawn Trilogy, Vol. 2)",Timothy Zahn,1998,Bantam
0451168615,Skeleton Crew,Stephen King,1986,Signet Book
0886779146,My Favorite Horror Story,Mike Baker,2000,Daw Books
0385334206,Breakfast of Champions,Kurt Vonnegut,1999,Delta
0671027492,"Ghost Roads  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 2)",Christopher Golden,1999,Simon Spotlight Entertainment
1853260010,Wuthering Heights (Wordsworth Classics),Emily Bronte,1997,NTC/Contemporary Publishing Company
0449220605,"He, She and It",Marge Piercy,1993,Fawcett Books
0553379267,A Canticle for Leibowitz (Bantam Spectra Book),Walter M. Miller Jr.,1997,Bantam
1853260002,Pride & Prejudice (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company
1853260614,Dr. Jekyll & Mr. Hyde (Wordsworth Classics),Robert Louis Stevenson,1997,NTC/Contemporary Publishing Company
0553560735,Red Mars (Mars Trilogy),Kim Stanley Robinson,1993,Bantam
0671024345,"Out of the Madhouse  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 1)",Christopher Golden,1999,Simon Spotlight Entertainment
0449006883,Magic Terror: Seven Tales,Peter Straub,2001,Fawcett Books
0553106651,Seize the Night,DEAN KOONTZ,1998,Bantam
0671025538,The TITANIC DISASTER HEARINGS,Tom Kuntz,1998,Pocket
1853260444,The Moonstone (Wordsworth Classics),Wilkie Collins,1997,NTC/Contemporary Publishing Company
1853260770,Woman in White (Wordsworth Collection),Wilkie Collins,1998,NTC/Contemporary Publishing Company
0425099334,Shattered,Dean R. Koontz,1993,Berkley Publishing Group
067978148X,The Rules of Attraction,Bret Easton Ellis,1998,Vintage Books USA
1551667479,The Other Twin,Katherine Stone,2003,Mira
0684853507,BAG OF BONES : A NOVEL,Stephen King,1998,Scribner
0761516735,You Can Save the Animals: 251 Ways to Stop Thoughtless Cruelty,Ingrid Newkirk,1999,Prima Lifestyles
0446522384,Charmed Circle,Carol Smith,1998,Warner Books
0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996,Penguin USA
0399146296,Sarah's Window,Janice Graham,2001,Putnam Adult
0312859589,Shadow of Ashland,Terence M. Green,1996,St Martins Pr
0061031542,Orange Crush,Tim Dorsey,2002,HarperTorch
0316603570,3rd Degree,James Patterson,2004,"Little, Brown"
0312289723,Ten Big Ones: A Stephanie Plum Novel,Janet Evanovich,2004,St. Martin's Press
0553801945,"The Game (King, Laurie R)",LAURIE R. KING,2004,Bantam
0740713949,A Little Look-See:  Mutts 6,Patrick McDonnell,2001,Andrews McMeel Publishing
0060745908,Wicked Musical Tie-in Edition : The Life and Times of the Wicked Witch of the West,Gregory Maguire,2004,Regan Books
0425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group
0553579525,The Moor (Mary Russell Novels (Paperback)),LAURIE R. KING,1999,Bantam
0380792745,The Lust Lizard of Melancholy Cove,Christopher Moore,2000,Perennial
0399146652,The Cat Who Smelled a Rat,Lilian Jackson Braun,2001,Putnam Publishing Group
0553573985,Gibbon's Decline and Fall,Sheri S. Tepper,1997,Bantam Books
0671042831,Moonlight on the Avenue of Faith,Gina B. Nahai,2000,Washington Square Press
0312199406,Night of Many Dreams : A Novel,Gail Tsukiyama,1998,St. Martin's Griffin
0393046974,House of Sand and Fog,Andre Dubus III,1999,W.W. Norton & Company
0756401356,The War of the Flowers,Tad Williams,2003,Daw Books
0671656155,The Fall of Atlantis,Marion Zimmer Bradley,1987,Baen
0808514121,East of Eden (Penguin Twentieth-Century Classics),John Steinbeck,1999,Sagebrush Education Resources
0345450698,Clay's Quilt: A Novel (Ballantine Reader's Circle),Silas House,2002,Ballantine Books
0375412530,Back When We Were Grownups: A Novel,ANNE TYLER,2001,Knopf
0696218364,Paige by Paige: A Year of Trading Spaces,Paige Davis,2003,Meredith Books
0140285679,About a Boy,Nick Hornby,2002,Penguin Books Ltd
0553569031,Gone But Not Forgotten,PHILLIP M. MARGOLIN,1994,Bantam
0804114609,Patty Jane's House of Curl,Lorna Landvik,1999,Ivy Books
0345438825,Angry Housewives Eating Bon Bons,LORNA LANDVIK,2003,Ballantine Books
0380868768,"The Secret Diary of Adrian Mole, Aged 13 3/4",Sue Townsend,1987,Avon Books
039915079X,The Teeth of the Tiger,Tom Clancy,2003,G. P. Putnam's Sons
0670894508,Cause Celeb,Helen Fielding,2001,Viking Books
0312983743,Knock Me Off My Feet,Susan Donovan,2002,St. Martin's Paperbacks
0385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers
0517122707,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company
0679463135,The Pursuit of Alice Thrift,ELINOR LIPMAN,2003,Random House
075284332X,Bleeding Hearts (A Jack Harvey Novel),Ian Rankin,2004,Orion mass market paperback
0451450523,The Last Unicorn,Peter S. Beagle,1994,Roc
0330331973,River God,Wilbur Smith,1994,St. Martin's Press
0553212427,Sherlock Holmes: The Complete Novels and Stories (Sherlock Holmes),Arthur Conan Doyle,1986,Bantam
0553212419,Sherlock Holmes : The Complete Novels and Stories (Bantam Classic) Volume I,"Arthur Conan, Sir Doyle",1986,Bantam
0671037285,Circle and the Cross,Caiseal Mor,0,"Earthlight Press, Limited"
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
0451205626,Cold Paradise (Stone Barrington Novels (Paperback)),Stuart Woods,2002,Signet Book
0380802937,Someday My Prince,Christina Dodd,1999,Avon
0446606456,An Isolated Incident,Susan R. Sloan,1999,Warner Books
0449223043,Guardian,John Saul,1995,Fawcett Books
0553284118,Creature,John Saul,1990,Bantam Books
0380802929,The Runaway Princess,Christina Dodd,1999,Avon
0446364622,The Children of Men,P.D. James,1994,Warner Books
0140060898,The Mosquito Coast,Paul Theroux,1996,Penguin Books
0671737791,The Bride,Julie Garwood,1991,Pocket Star
0684826127,WATER WITCHES,Chris Bohjalian,1997,Touchstone
0345423135,The Magic Circle,Katherine Neville,1999,Ballantine Books
0142002585,In This Mountain (Mitford Years (Paperback)),Jan Karon,2003,Penguin Books
068482440X,BEACHCOMBING FOR A SHIPWRECKED GOD,Joe Coomer,1997,Touchstone
0684800993,OUR NOISE,Jeff Gomez,1995,Touchstone
1556618662,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",Beverly Lewis,1997,Bethany House Publishers
0891073906,This Present Darkness,Frank E. Peretti,1986,Crossway Books
0373218125,Mysterious,Nora Roberts,2003,Silhouette
0380728133,Bloodsucking Fiends: A Love Story,Christopher Moore,1996,Perennial
0060932147,The Book of Laughter and Forgetting,Milan Kundera,1999,Perennial
0375724389,The Tie That Binds,KENT HARUF,2000,Vintage Books
0375422412,Three Junes,Julia Glass,2002,Pantheon Books
0449003981,A Patchwork Planet (Ballantine Reader's Circle),Anne Tyler,1999,Ballantine Books
037570924X,An Equal Music,Vikram Seth,2000,Vintage Books USA
0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books
0786886323,Carter Beats the Devil,Glen Gold,2002,Hyperion
0747541604,The Gashlycrumb Tinies,Edward Gorey,1998,Bloomsbury Publishing Plc
0380730847,The Forgotten (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,2002,Avon
0345441265,The Ladies Auxiliary (Ballantine Reader's Circle),Tova Mirvis,2000,Ballantine Books
0380819635,Lost in Your Arms (Avon Romance),Christina Dodd,2002,Avon
0440221595,The Glass Lake,Maeve Binchy,1996,Dell
0316782475,The Dangerous Husband : A Novel,Jane Shapiro,1999,"Little, Brown"
0525947299,No Second  Chance,Harlan Coben,2003,Dutton Books
0140115773,What Am I Doing Here,Bruce Chatwin,1990,Penguin Books
0804119430,Horse Heaven,JANE SMILEY,2003,Ballantine Books
0671038443,The Devil's Teardrop,Jeffery Deaver,2000,Pocket
0786884649,Confessions of a Cineplex Heckler : Celluloid Tirades and Escapades,Joe Queenan,2000,Hyperion
0380767643,A Woman Without Lies,Elizabeth Lowell,1995,Avon
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell
0380767635,Where the Heart Is,Elizabeth Lowell,1997,Avon
0441000150,Quantum Leap: The Wall (Quantum Leap),Ashley McConnell,1994,Ace Books
0671878662,Fiddler Fair,Mercedes Lackey,1998,Baen
0070064547,Motherhood: The Second Oldest Profession,Erma Bombeck,1983,McGraw-Hill
044022392X,The Keys to the Street: A Novel of Suspense,Ruth Rendell,1997,Dell
0553213806,Dubliners,James Joyce,1990,Bantam Classics
0451410025,I Am the Only Running Footman,Martha Grimes,2001,Onyx Books
0804118558,A Breach of Promise (William Monk Novels (Paperback)),Anne Perry,1999,Ivy Books
0385722109,Hotel World,ALI SMITH,2002,Anchor
0679433015,Servant of the Bones,Anne Rice,1996,Alfred A. Knopf
0394587863,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1990,Knopf
0440136482,"Holy Blood, Holy Grail",MICHAEL BAIGENT,1983,Dell
0767901576,Awakening the Buddha Within : Tibetan Wisdom for the Western World,Surya Das,1998,Broadway Books
0316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown & Company
8420634115,El seÃÂ±or de las moscas,William Golding,1972,Alianza
0843947888,Among the Missing,Richard Laymon,2000,Leisure Books
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books
0590425919,White Fang,Jack London,1989,Apple Classics (Scholastic)
0441478123,The Left Hand of Darkness (Remembering Tomorrow),Ursula K. Le Guin,1991,ACE Charter
006019393X,If the Gods Had Meant Us to Vote They Would Have Given Us Candidates,Jim Hightower,2000,HarperCollins Publishers
0553563734,The King's Buccaneer,RAYMOND FEIST,1994,Bantam
0515129224,Soft Focus,Jayne Ann Krentz,2000,Jove Books
0380016974,Captive Bride,Johanna Lindsey,1999,Avon
0886778166,"Prince of Dogs (Crown of Stars, Vol 2)",Kate Elliott,1999,Daw Books
0441009077,Never After,Rebecca Lickiss,2002,Ace Books
0375509089,Loose Lips,Claire Berlinski,2003,Random House
0449005844,The Wild Child,Mary Jo Putney,2000,Ballantine Books
044922046X,Catering to Nobody,Diane Mott Davidson,1995,Fawcett Books
0671877836,"Honor Among Enemies (Honor Harrington Series, Book 6)",David Weber,1997,Baen
0425181685,Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),Laurell K. Hamilton,2001,Berkley Publishing Group
0515130923,Dawn in Eclipse Bay,Jayne Ann Krentz,2001,Jove Books
0380802325,Suddenly You,Lisa Kleypas,2001,Avon
0553572040,Killer Pancake,Diane Mott Davidson,1996,Crimeline
0671721631,On Basilisk Station (Honor Harrington 1) (On Basilisk Station),David Weber,1993,Baen
0345435273,A Caress of Twilight (Meredith Gentry Novels (Hardcover)),LAURELL K. HAMILTON,2002,Ballantine Books
0380814803,The Pursuit (Avon Historical Romance),Johanna Lindsey,2003,Avon
0671035460,Pale Horse Coming,Stephen Hunter,2002,Pocket
0778320286,Changing Habits (Mira),Debbie Macomber,2004,Mira
0451212169,Bright Eyes (Coulter Family Series),Catherine Anderson,2004,Signet Book
0671871005,The WEDDING,Julie Garwood,1997,Pocket Star
0316095133,Evening Class,Maeve Binchy,0,Little Brown Company
