User-ID,User-City,User-State,User-Country,User-Age
2070,pembroke pines, florida," usa""",22
2075,bonn, nordrhein-westfalen," germany""",29
2084,logroño, la rioja," spain""",21
2089,lynchburg, virginia," usa""",
2090,dudley, massachusetts," usa""",28
2097,arlington, massachusetts," usa""",
2099,tucson, arizona," usa""",
2103,minneapolis, minnesota," usa""",43
2105,new smyrna beach, florida," usa""",
2106,denver, colorado," usa""",44
2108,houston, texas," usa""",
2109,winnipeg, manitoba," canada""",
2110,charlotte, north carolina," usa""",
2115,escondido, california," usa""",55
2116,parrsboro, nova scotia," canada""",
2119,hartford, connecticut," usa""",
2127,high point, north carolina," usa""",
2132,hammond, indiana," usa""",
2134,oakland, california," usa""",35
2135,irvine, california," usa""",
2136,salem, oregon," usa""",45
2139,chesapeake, virginia," usa""",33
2147,las vegas, nevada," usa""",35
2148,los angeles, california," usa""",
2152,grosse pointe, michigan," usa""",1
2169,hollister, california," usa""",
2170,kassel, hessen," germany""",29
2172,quezon city, n/a," philippines""",17
2178,linden, new jersey," usa""",
2179,sunderland, massachusetts," usa""",30
2181,montreal, quebec," canada""",15
2183,burnaby, british columbia," canada""",
2189,montreal, quebec," canada""",24
2190,lenexa, kansas," usa""",29
2197,, travelling," canada""",26
2198,philadelphia, pennsylvania," usa""",
2199,launceston, tasmania," australia""",25
2203,woking, surrey," united kingdom""",40
2204,el cajon, california," usa""",
2216,münster, nordrhein-westfalen," germany""",
2218,stratham, new hampshire," usa""",48
2222,aptos, california," usa""",
2224,paris, ile de france," france""",23
2230,harpers ferry, west virginia," usa""",44
2238,san diego, california," usa""",34
2250,charlotte, north carolina," usa""",
2253,saskatoon, saskatchewan," canada""",
2255,charlottesville, virginia," usa""",35
2271,mooresville, north carolina," usa""",
2276,niskayuna, new york," usa""",46
2281,vancouver, washington," usa""",30
2287,north chili, new york," usa""",35
2288,spring hill, tennessee," usa""",30
2292,brighton, massachusetts," usa""",
2295,el sobrante, california," usa""",21
2296,wenatchee, washington," usa""",61
2312,roanoke, virginia," usa""",
2313,cincinnati, ohio," usa""",23
2326,porto, porto," portugal""",23
2333,ocean city, maryland," usa""",
2337,grove city, ohio," usa""",34
2340,st. louis, missouri," usa""",29
2345,london, england," united kingdom""",55
2350,st. louis, missouri," usa""",24
2354,ottawa, ontario," canada""",
2355,gatineau, quebec," canada""",
2357,philadelphia, pennsylvania," usa""",35
2358,bryan, texas," usa""",23
2363,mountain home, idaho," usa""",42
2366,lathrup village, michigan," usa""",16
2375,norfolk, virginia," usa""",20
2376,bay village, ohio," usa""",38
2379,london, england," united kingdom""",
2385,london, ontario," canada""",
2388,hawley, pennsylvania," usa""",64
2399,kent, ohio," usa""",32
2404,new york, new york," usa""",
2411,lake city, florida," usa""",37
2414,edenhope, victoria," australia""",
2416,seville, n/a," spain""",21
2417,lakeland, florida," usa""",35
2421,durban, kwazulu-natal," south africa""",
2437,san antonio, texas," usa""",45
2439,atlanta, georgia," usa""",26
2442,torino, ,,"25"""
2448,birmingham, england," united kingdom""",
2453,independence, missouri," usa""",
2461,san francisco, california," usa""",59
2462,kingston, ," usa""",
2466,olathe, kansas," usa""",
2470,phoenix, arizona," usa""",22
2481,st. louis, missouri," usa""",
2484,asheville, north carolina," usa""",
2499,boulder, colorado," usa""",49
2503,london, england," united kingdom""",36
2515,reus, tarragona," spain""",38
2528,the colony, texas," usa""",
2545,freiburg, baden-wuerttemberg," germany""",48
2549,nice, alpes maritimes," france""",31
2550,montpellier, illinois," france""",
2552,frankenthal, rheinland-pfalz," alderney""",
2559,santa rosa, california," usa""",
2562,wheeling, illinois," usa""",53
2565,pensacola, friuli venezia giulia," usa""",
2569,santa rosa, california," usa""",
2578,burlington, ontario," canada""",16
2580,ann arbor, michigan," usa""",
2584,bigfork, montana," usa""",
2589,shrewsbury, massachusetts," usa""",
2590,el cerrito, california," usa""",26
2591,bloomington, illinois," usa""",
2605,marina del rey, california," usa""",33
2611,vero beach, florida," usa""",
2622,los angeles, california," usa""",41
2630,kingsland, texas," usa""",66
2632,farmingdale, new york," usa""",47
2634,addison, texas," usa""",53
2638,burnaby, british columbia," canada""",
2640,college station, texas," usa""",24
2643,cedar park, texas," usa""",28
2644,austin, texas," usa""",
2651,harlingen, texas," usa""",
2653,los angeles, california," usa""",46
2665,balozi, rigas rajons," latvia""",
2670,corpus christi, texas," usa""",
2679,weston-super-mare, somerset," united kingdom""",34
2681,christchurch, canterbury," new zealand""",
2685,monteporzio catone(roma), lazio," italy""",21
2687,tucson, arizona," usa""",35
2690,cordele, georgia," usa""",35
2700,kenosha, wisconsin," usa""",29
2719,staten island, new york," usa""",37
2731,victoria, british columbia," canada""",
2738,milano, lombardia," italy""",32
2749,bridge lake, british columbia," canada""",18
2759,woodstock, new york," usa""",
2766,frisco, texas," usa""",42
2770,champaign, illinois," usa""",
2776,dacula, georgia," usa""",
2789,barcelona, catalunya," spain""",28
2790,san antonio, texas," usa""",50
2793,jefferson, georgia," usa""",34
2799,eugene, oregon," usa""",
2844,clinton township, michigan," usa""",
2850,san diego, california," usa""",
2853,cleveland, ohio," usa""",
2854,deptford, new jersey," usa""",36
2855,dallas, texas," usa""",35
2859,citrus heights, california," usa""",
2861,columbus, ohio," usa""",26
2883,pacific grove, california," usa""",43
2891,beaverton, oregon," usa""",
2892,portland, oregon," usa""",26
2906,paris, ile de france," france""",20
2907,new york, new york," usa""",
2914,san jose, california," usa""",34
2936,london, london," united kingdom""",30
2945,franklin, tennessee," usa""",29
2948,raleigh, north carolina," usa""",24
2954,wichita, kansas," usa""",71
2966,wauconda, illinois," usa""",
2973,waukesha, wisconsin," usa""",
2977,richland, washington," usa""",25
2982,montreal, quebec," canada""",34
2992,san diego, california," usa""",
2995,belleville, illinois," usa""",61
2996,milan, lombardia," italy""",21
3005,mountain view, california," usa""",
3009,stratford, connecticut," usa""",
3017,roma, lazio," italy""",
3026,kuala lumpur, kuala lumpur," malaysia""",
3030,anchorage, alaska," usa""",
3032,sydney, new south wales," australia""",40
3048,klamath falls, oregon," usa""",
3052,houston, texas," usa""",31
3053,frankfurt, hessen," germany""",33
3054,henrietta, new york," usa""",
3060,bartlett, tennessee," usa""",
3062,chicago, illinois," usa""",
3063,fort washington, maryland," usa""",57
3077,lowell, massachusetts," usa""",
3079,asheville, north carolina," usa""",
3087,berthoud, colorado," usa""",20
3088,avignon, vaucluse," france""",25
3099,umeå, västerbotten," sweden""",
3100,oakland, california," usa""",42
3104,watertown, massachusetts," usa""",27
3106,memphis, tennessee," usa""",
3113,vernon, british columbia," canada""",
3114,girvan, scotland," united kingdom""",
3133,wapakoneta, ohio," usa""",34
3142,lawrenceville, georgia," usa""",29
3145,austin, texas," usa""",34
3150,phoenix, arizona," usa""",51
3154,new york, new york," usa""",
3165,janesville, wisconsin," usa""",
3166,dallas, georgia," usa""",15
3167,milwaukee, wisconsin," usa""",42
3168,mississauga, ontario," canada""",17
3172,arlington, virginia," usa""",32
3174,flagstaff, arizona," usa""",24
3177,hamilton, n/a," new zealand""",44
3191,sligo, connaught," ireland""",29
3192,milwaukee, wisconsin," usa""",
3194,logan, utah," usa""",20
3197,ore city, texas," usa""",38
3200,pamplona, navarra," spain""",42
3206,bilbao, vizcaya," spain""",23
3243,atlanta, georgia," usa""",28
3251,brescia, lombardia," italy""",
3260,lawrenceville, georgia," usa""",45
3261,lenexa, ,,"42"""
3266,stockholm, n/a," sweden""",
3282,didsbury, alberta," canada""",52
3289,petawawa, ontario," canada""",38
3293,barcelona, barcelona," spain""",19
3296,rochester, minnesota," usa""",63
3300,cabot, arkansas," usa""",49
3305,halifax, nova scotia," canada""",26
3310,tucson, arizona," usa""",
3326,bonn, nordrhein-westfalen," germany""",37
3329,grantsville, utah," usa""",
3331,mckeesport, pennsylvania," usa""",60
3332,hartlepool, cleveland," united kingdom""",54
3344,tucson, arizona," usa""",61
3346,tehran, tehran," iran""",20
3350,colorado springs, colorado," usa""",23
3355,barcelona, barcelona," spain""",19
3362,new york, new york," usa""",
3363,knoxville, tennessee," usa""",29
3368,nashua, new hampshire," usa""",
3371,groveland, massachusetts," usa""",25
3373,elk grove, california," usa""",30
3374,ajax, ontario," canada""",47
3379,toronto, ontario," canada""",16
3393,aurora, illinois," usa""",55
3404,montreal, quebec," canada""",
3416,aachen, nordrhein-westfalen," germany""",34
3418,san diego, california," usa""",14
3427,eldorado, illinois," usa""",50
3437,honolulu, hawaii," usa""",103
3445,la mirada, california," usa""",45
3460,edmonton, alberta," canada""",32
3462,amherst, new york," usa""",
3467,fort wayne, indiana," usa""",36
3471,victoria, british columbia," canada""",
3472,seattle, washington," usa""",24
3473,aptos, california," usa""",
3481,littleton, colorado," usa""",49
3488,ljubljana, n/a," slovenia""",21
3492,cupertino, california," usa""",
3505,florissant, missouri," usa""",30
3507,chicago, illinois," usa""",
3508,edinburgh, scotland," united kingdom""",46
3509,san diego, california," usa""",29
3512,portales, new mexico," usa""",
3514,evansville, indiana," usa""",22
3521,chilliwack, british columbia," canada""",
3532,fayetteville, new york," usa""",
3537,seattle, washington," usa""",
3538,madrid, madrid," spain""",31
3543,elgin, texas," usa""",37
3544,edgewater, maryland," usa""",58
3546,milwaukee, wisconsin," usa""",27
3556,bismarck, north dakota," usa""",68
3569,, n/a," usa""",
3573,fair lawn, new jersey," usa""",32
3578,halifax, nova scotia," canada""",25
3580,essington, pennsylvania," usa""",44
3588,marion, iowa," usa""",
3593,lahaina, hawaii," usa""",
3594,auckland, n/a," new zealand""",48
3599,orlando, florida," usa""",
3601,tallahassee, florida," usa""",33
3605,bristol, rhode island," usa""",28
3619,washington, dc," usa""",
3622,round rock, tx," csa""",
3628,easthampton, massachusetts," usa""",
3632,edgewater, new jersey,,"33"""
3640,sacramento, california," usa""",
3643,robbinsdale, minnesota," usa""",
3648,durham, north carolina," usa""",
3655,tucker, georgia,,"33"""
3656,inglewood, california," usa""",
3667,norfolk, virginia," usa""",
3669,williamsburg, massachusetts," usa""",34
3670,brookline, massachusetts," usa""",
3674,mississauga, ontario," canada""",
3675,barcelona, catalunya," spain""",24
3679,allston, massachusetts," usa""",25
3693,hampton, virginia," usa""",23
3694,raleigh, north carolina," usa""",16
3709,lucama, north carolina," usa""",30
3711,highlands ranch, colorado," usa""",
3719,eielson afb, alaska," usa""",18
3728,pembroke pines, florida," usa""",40
3752,langenthal, bern," switzerland""",44
3756,round rock, texas," usa""",44
3757,madrid, madrid," spain""",
3761,san diego, california," usa""",
3771,barcelona, n/a," spain""",17
3775,port angeles, washington," usa""",57
3780,eagle river, alaska," usa""",
3789,munich, bayern," germany""",25
3792,sacramento, california," usa""",12
3799,norwich, england," united kingdom""",18
3800,loomis, california," usa""",
3814,langhorne, pennsylvania," usa""",
3816,roma, lazio," italy""",33
3817,columbia, south carolina," usa""",29
3821,scottdale, pennsylvania," usa""",36
3827,orlando, florida," usa""",23
3839,broomfield, colorado," usa""",
3840,meriden, connecticut," usa""",46
3842,long beach, california," usa""",
3853,erie, colorado," usa""",
3865,chandler, arizona," usa""",25
3869,chapel hill, north carolina," usa""",38
3874,haarlem, northholland," netherlands""",
3884,arlington, washington," usa""",64
3885,burlington, north carolina," usa""",
3893,dahlonega, georgia," usa""",
3894,grand canyon, arizona," usa""",
3910,allston, massachusetts," usa""",25
3917,toronto, ontario," canada""",25
3921,geneva, illinois," usa""",45
3930,barcelona, catalunya," spain""",47
3938,los banos, california," usa""",37
3939,kenai, alaska," usa""",53
3944,lloydminster, saskatchewan," canada""",
3948,asheville, north carolina," usa""",
3951,clearwater, florida," usa""",
3952,montevallo, alabama," usa""",
3954,detroit, michigan," usa""",24
3965,st. peters, missouri," usa""",
3975,c.m.c.h., new jersey," usa""",29
3977,columbiana, alabama," usa""",63
3983,north oaks, minnesota," usa""",
3999,new braunfels, texas," usa""",71
4017,new orleans, louisiana," usa""",48
4035,alameda, california," usa""",60
4045,houston, texas," usa""",
4051,bath, england," united kingdom""",37
4053,san francisco, california," usa""",
4066,birmingham, alabama," usa""",31
4067,puyallup, washington," usa""",
4069,austin, texas," usa""",
4077,austin, texas," usa""",
4085,stratford, connecticut," usa""",
4090,haskell, new jersey," usa""",
4091,estill springs, tennessee," usa""",77
4092,hixson, tennessee," usa""",27
4096,newmarket, ontario," canada""",38
4098,mei foo, kowloon," hong kong""",30
4107,kelowna, british columbia," canada""",19
4114,augsburg, bayern," germany""",
4120,dickinson, north dakota," usa""",
4122,portland, oregon," usa""",24
4131,hemel hempstead, england," united kingdom""",51
4138,austin, texas," usa""",20
4143,san jose, california," usa""",
4144,winnipeg, manitoba," canada""",31
4149,highland, utah," usa""",
4157,birmingham, alabama," usa""",39
4164,anchorage, alaska," usa""",
4165,kasilof, alaska," usa""",53
4169,fairbanks, alaska," usa""",57
4170,douglas, alaska," usa""",
4179,fairbanks, alaska," usa""",18
4181,anchorage, alaska," usa""",44
4183,anchorage, alaska," usa""",57
4185,graham, washington," usa""",63
4187,wasilla, alaska," usa""",35
4188,north pole, alaska," usa""",34
4191,juneau, alaska," usa""",26
4196,kasilof, alaska," usa""",
4197,anchorage, alaska," usa""",61
4198,new port richey, florida," usa""",14
4203,anchorage, alaska," usa""",
4208,jerusalem, n/a," israel""",
4221,, connecticut," usa""",
4223,oldenburg, niedersachsen," germany""",28
4225,ottawa, ontario," canada""",33
4226,w. melbourne, florida," usa""",
4228,austin, texas," usa""",41
4246,chester twp., new jersey," usa""",
4258,zurich, n/a," switzerland""",
4260,lyon, n/a," france""",31
4273,minneapolis, minnesota," usa""",
4278,copenhagen, n/a," denmark""",40
4285,adrian, michigan," usa""",50
4292,weehawken, new jersey," usa""",
4303,calgary, alberta," canada""",
4333,fuengirola, málaga," spain""",17
4334,rome, lazio," italy""",38
4339,lleida, catalunya," spain""",33
4343,matsudo, chiba," japan""",38
4358,whitewright, texas," usa""",
4365,victoria, british columbia," canada""",19
4366,afton, new york," usa""",
4370,kingston, ontario," canada""",46
4375,rockville, connecticut," usa""",32
4385,albq, new mexico," usa""",33
4386,rio rancho, new mexico," usa""",
4420,balgach, st.gallen," switzerland""",24
4426,des moines, iowa," usa""",
4431,lewisville, texas," usa""",
4433,ploiesti, prahova," romania""",17
4435,roma, lazio," italy""",30
4444,washington, dc," usa""",29
4483,aldergrove, british columbia," canada""",
4497,vienna, n/a," austria""",25
4516,greenville, south carolina," usa""",66
4521,victoria, british columbia," canada""",
4524,la spezia, liguria," italy""",26
4539,box hill, victoria," australia""",44
4541,atlanta, georgia," usa""",32
4547,cento, ferrara," italy""",24
4551,humble, texas," usa""",
4556,south berwick, maine," usa""",
4570,santa monica, california," usa""",40
4571,melbourne, victoria," australia""",23
4573,santa cruz, california," usa""",32
4574,san siego, california," usa""",
4579,victoria, british columbia," canada""",
4591,salzburg, salzburg," austria""",21
4599,glendale, california," usa""",
4600,little rock, arkansas," usa""",32
4622,norfolk, virginia," usa""",18
4686,buenos aires, capital," argentina""",
4705,advance, north carolina," usa""",
4714,mentor, ohio," usa""",22
4720,paris, ile de france," france""",30
4732,portland, oregon," usa""",
4747,mexico city, federal district," mexico""",
4766,chatham, ontario," canada""",
4769,ny, new york," usa""",35
4784,arvada, colorado," usa""",21
4785,litchfield, connecticut," usa""",30
4795,rochester, new york," usa""",18
4801,bedford, england," united kingdom""",
4802,london, england," united kingdom""",28
4809,grosse pointe, michigan," usa""",
4816,malden, massachusetts," usa""",
4820,birmingham, alabama," usa""",
4821,lagrangeville, new york," usa""",44
4823,van nuys, california," usa""",37
4838,munich, bayern," germany""",
4844,terlingua, texas," usa""",
4864,atascadero, california," usa""",30
4870,seattle, washington," usa""",39
4878,mt.pleasant, south carolina," usa""",
4886,getxo, vizcaya," spain""",41
4896,ploiesti, prahova," romania""",18
4900,washington, dc,,"26"""
4912,overland park, kansas," usa""",
4937,melbourne, victoria," australia""",
4938,charleston, south carolina," usa""",30
4947,lisboa, n/a," portugal""",32
